"xmin","xmax","ymin","ymax","name"
-92,-90,36,38,"0027/0045"
-90,-88,36,38,"0027/0046"
-88,-86,36,38,"0027/0047"
-86,-84,36,38,"0027/0048"
-84,-82,36,38,"0027/0049"
-82,-80,36,38,"0027/0050"
-80,-78,36,38,"0027/0051"
-78,-76,36,38,"0027/0052"
-76,-74,36,38,"0027/0053"
-74,-72,36,38,"0027/0054"
-72,-70,36,38,"0027/0055"
-10,-8,36,38,"0027/0086"
-8,-6,36,38,"0027/0087"
-6,-4,36,38,"0027/0088"
-4,-2,36,38,"0027/0089"
-2,0,36,38,"0027/0090"
0,2,36,38,"0027/0091"
2,4,36,38,"0027/0092"
4,6,36,38,"0027/0093"
6,8,36,38,"0027/0094"
8,10,36,38,"0027/0095"
10,12,36,38,"0027/0096"
12,14,36,38,"0027/0097"
14,16,36,38,"0027/0098"
20,22,36,38,"0027/0101"
22,24,36,38,"0027/0102"
24,26,36,38,"0027/0103"
26,28,36,38,"0027/0104"
28,30,36,38,"0027/0105"
30,32,36,38,"0027/0106"
32,34,36,38,"0027/0107"
34,36,36,38,"0027/0108"
36,38,36,38,"0027/0109"
38,40,36,38,"0027/0110"
40,42,36,38,"0027/0111"
42,44,36,38,"0027/0112"
44,46,36,38,"0027/0113"
46,48,36,38,"0027/0114"
48,50,36,38,"0027/0115"
50,52,36,38,"0027/0116"
52,54,36,38,"0027/0117"
54,56,36,38,"0027/0118"
56,58,36,38,"0027/0119"
58,60,36,38,"0027/0120"
60,62,36,38,"0027/0121"
62,64,36,38,"0027/0122"
-124,-122,34,36,"0028/0029"
-122,-120,34,36,"0028/0030"
-120,-118,34,36,"0028/0031"
-118,-116,34,36,"0028/0032"
-116,-114,34,36,"0028/0033"
-114,-112,34,36,"0028/0034"
-112,-110,34,36,"0028/0035"
-110,-108,34,36,"0028/0036"
-108,-106,34,36,"0028/0037"
-106,-104,34,36,"0028/0038"
-104,-102,34,36,"0028/0039"
-102,-100,34,36,"0028/0040"
-100,-98,34,36,"0028/0041"
-98,-96,34,36,"0028/0042"
-96,-94,34,36,"0028/0043"
-94,-92,34,36,"0028/0044"
-92,-90,34,36,"0028/0045"
-90,-88,34,36,"0028/0046"
-88,-86,34,36,"0028/0047"
-86,-84,34,36,"0028/0048"
-84,-82,34,36,"0028/0049"
-82,-80,34,36,"0028/0050"
-80,-78,34,36,"0028/0051"
-78,-76,34,36,"0028/0052"
-76,-74,34,36,"0028/0053"
-10,-8,34,36,"0028/0086"
-8,-6,34,36,"0028/0087"
-6,-4,34,36,"0028/0088"
-4,-2,34,36,"0028/0089"
-2,0,34,36,"0028/0090"
0,2,34,36,"0028/0091"
2,4,34,36,"0028/0092"
4,6,34,36,"0028/0093"
6,8,34,36,"0028/0094"
8,10,34,36,"0028/0095"
10,12,34,36,"0028/0096"
24,26,34,36,"0028/0103"
32,34,34,36,"0028/0107"
34,36,34,36,"0028/0108"
36,38,34,36,"0028/0109"
38,40,34,36,"0028/0110"
40,42,34,36,"0028/0111"
42,44,34,36,"0028/0112"
44,46,34,36,"0028/0113"
46,48,34,36,"0028/0114"
48,50,34,36,"0028/0115"
50,52,34,36,"0028/0116"
52,54,34,36,"0028/0117"
54,56,34,36,"0028/0118"
56,58,34,36,"0028/0119"
58,60,34,36,"0028/0120"
60,62,34,36,"0028/0121"
62,64,34,36,"0028/0122"
64,66,34,36,"0028/0123"
-122,-120,32,34,"0029/0030"
-120,-118,32,34,"0029/0031"
-118,-116,32,34,"0029/0032"
-116,-114,32,34,"0029/0033"
-114,-112,32,34,"0029/0034"
-112,-110,32,34,"0029/0035"
-110,-108,32,34,"0029/0036"
-108,-106,32,34,"0029/0037"
-106,-104,32,34,"0029/0038"
-104,-102,32,34,"0029/0039"
-102,-100,32,34,"0029/0040"
-100,-98,32,34,"0029/0041"
-98,-96,32,34,"0029/0042"
-96,-94,32,34,"0029/0043"
-94,-92,32,34,"0029/0044"
-92,-90,32,34,"0029/0045"
-90,-88,32,34,"0029/0046"
-88,-86,32,34,"0029/0047"
-86,-84,32,34,"0029/0048"
-84,-82,32,34,"0029/0049"
-82,-80,32,34,"0029/0050"
-80,-78,32,34,"0029/0051"
-78,-76,32,34,"0029/0052"
-76,-74,32,34,"0029/0053"
-10,-8,32,34,"0029/0086"
-8,-6,32,34,"0029/0087"
-6,-4,32,34,"0029/0088"
-4,-2,32,34,"0029/0089"
-2,0,32,34,"0029/0090"
0,2,32,34,"0029/0091"
2,4,32,34,"0029/0092"
4,6,32,34,"0029/0093"
6,8,32,34,"0029/0094"
8,10,32,34,"0029/0095"
10,12,32,34,"0029/0096"
12,14,32,34,"0029/0097"
14,16,32,34,"0029/0098"
16,18,32,34,"0029/0099"
18,20,32,34,"0029/0100"
20,22,32,34,"0029/0101"
22,24,32,34,"0029/0102"
24,26,32,34,"0029/0103"
32,34,32,34,"0029/0107"
34,36,32,34,"0029/0108"
36,38,32,34,"0029/0109"
38,40,32,34,"0029/0110"
40,42,32,34,"0029/0111"
42,44,32,34,"0029/0112"
44,46,32,34,"0029/0113"
46,48,32,34,"0029/0114"
48,50,32,34,"0029/0115"
50,52,32,34,"0029/0116"
52,54,32,34,"0029/0117"
54,56,32,34,"0029/0118"
56,58,32,34,"0029/0119"
58,60,32,34,"0029/0120"
60,62,32,34,"0029/0121"
62,64,32,34,"0029/0122"
-122,-120,30,32,"0030/0030"
-120,-118,30,32,"0030/0031"
-118,-116,30,32,"0030/0032"
-116,-114,30,32,"0030/0033"
-114,-112,30,32,"0030/0034"
-112,-110,30,32,"0030/0035"
-110,-108,30,32,"0030/0036"
-108,-106,30,32,"0030/0037"
-106,-104,30,32,"0030/0038"
-104,-102,30,32,"0030/0039"
-102,-100,30,32,"0030/0040"
-100,-98,30,32,"0030/0041"
-98,-96,30,32,"0030/0042"
-96,-94,30,32,"0030/0043"
-94,-92,30,32,"0030/0044"
-92,-90,30,32,"0030/0045"
-90,-88,30,32,"0030/0046"
-88,-86,30,32,"0030/0047"
-86,-84,30,32,"0030/0048"
-84,-82,30,32,"0030/0049"
-82,-80,30,32,"0030/0050"
-80,-78,30,32,"0030/0051"
-78,-76,30,32,"0030/0052"
-10,-8,30,32,"0030/0086"
-8,-6,30,32,"0030/0087"
-6,-4,30,32,"0030/0088"
-4,-2,30,32,"0030/0089"
-2,0,30,32,"0030/0090"
0,2,30,32,"0030/0091"
2,4,30,32,"0030/0092"
4,6,30,32,"0030/0093"
6,8,30,32,"0030/0094"
8,10,30,32,"0030/0095"
10,12,30,32,"0030/0096"
12,14,30,32,"0030/0097"
14,16,30,32,"0030/0098"
16,18,30,32,"0030/0099"
18,20,30,32,"0030/0100"
20,22,30,32,"0030/0101"
22,24,30,32,"0030/0102"
24,26,30,32,"0030/0103"
26,28,30,32,"0030/0104"
28,30,30,32,"0030/0105"
30,32,30,32,"0030/0106"
32,34,30,32,"0030/0107"
34,36,30,32,"0030/0108"
36,38,30,32,"0030/0109"
38,40,30,32,"0030/0110"
40,42,30,32,"0030/0111"
42,44,30,32,"0030/0112"
44,46,30,32,"0030/0113"
46,48,30,32,"0030/0114"
48,50,30,32,"0030/0115"
50,52,30,32,"0030/0116"
52,54,30,32,"0030/0117"
54,56,30,32,"0030/0118"
56,58,30,32,"0030/0119"
58,60,30,32,"0030/0120"
60,62,30,32,"0030/0121"
62,64,30,32,"0030/0122"
-118,-116,28,30,"0031/0032"
-116,-114,28,30,"0031/0033"
-114,-112,28,30,"0031/0034"
-112,-110,28,30,"0031/0035"
-110,-108,28,30,"0031/0036"
-108,-106,28,30,"0031/0037"
-106,-104,28,30,"0031/0038"
-104,-102,28,30,"0031/0039"
-102,-100,28,30,"0031/0040"
-100,-98,28,30,"0031/0041"
-98,-96,28,30,"0031/0042"
-96,-94,28,30,"0031/0043"
-94,-92,28,30,"0031/0044"
-92,-90,28,30,"0031/0045"
-90,-88,28,30,"0031/0046"
-88,-86,28,30,"0031/0047"
-86,-84,28,30,"0031/0048"
-84,-82,28,30,"0031/0049"
-82,-80,28,30,"0031/0050"
-80,-78,28,30,"0031/0051"
-18,-16,28,30,"0031/0082"
-16,-14,28,30,"0031/0083"
-14,-12,28,30,"0031/0084"
-12,-10,28,30,"0031/0085"
-10,-8,28,30,"0031/0086"
-8,-6,28,30,"0031/0087"
-6,-4,28,30,"0031/0088"
-4,-2,28,30,"0031/0089"
-2,0,28,30,"0031/0090"
0,2,28,30,"0031/0091"
2,4,28,30,"0031/0092"
4,6,28,30,"0031/0093"
6,8,28,30,"0031/0094"
8,10,28,30,"0031/0095"
10,12,28,30,"0031/0096"
12,14,28,30,"0031/0097"
14,16,28,30,"0031/0098"
16,18,28,30,"0031/0099"
18,20,28,30,"0031/0100"
20,22,28,30,"0031/0101"
22,24,28,30,"0031/0102"
24,26,28,30,"0031/0103"
26,28,28,30,"0031/0104"
28,30,28,30,"0031/0105"
30,32,28,30,"0031/0106"
32,34,28,30,"0031/0107"
34,36,28,30,"0031/0108"
36,38,28,30,"0031/0109"
38,40,28,30,"0031/0110"
40,42,28,30,"0031/0111"
42,44,28,30,"0031/0112"
44,46,28,30,"0031/0113"
46,48,28,30,"0031/0114"
48,50,28,30,"0031/0115"
50,52,28,30,"0031/0116"
52,54,28,30,"0031/0117"
54,56,28,30,"0031/0118"
56,58,28,30,"0031/0119"
58,60,28,30,"0031/0120"
60,62,28,30,"0031/0121"
62,64,28,30,"0031/0122"
-120,-118,26,28,"0032/0031"
-118,-116,26,28,"0032/0032"
-116,-114,26,28,"0032/0033"
-114,-112,26,28,"0032/0034"
-112,-110,26,28,"0032/0035"
-110,-108,26,28,"0032/0036"
-108,-106,26,28,"0032/0037"
-106,-104,26,28,"0032/0038"
-104,-102,26,28,"0032/0039"
-102,-100,26,28,"0032/0040"
-100,-98,26,28,"0032/0041"
-98,-96,26,28,"0032/0042"
-96,-94,26,28,"0032/0043"
-94,-92,26,28,"0032/0044"
-92,-90,26,28,"0032/0045"
-90,-88,26,28,"0032/0046"
-88,-86,26,28,"0032/0047"
-86,-84,26,28,"0032/0048"
-84,-82,26,28,"0032/0049"
-82,-80,26,28,"0032/0050"
-80,-78,26,28,"0032/0051"
-78,-76,26,28,"0032/0052"
-76,-74,26,28,"0032/0053"
-18,-16,26,28,"0032/0082"
-16,-14,26,28,"0032/0083"
-14,-12,26,28,"0032/0084"
-12,-10,26,28,"0032/0085"
-10,-8,26,28,"0032/0086"
-8,-6,26,28,"0032/0087"
-6,-4,26,28,"0032/0088"
-4,-2,26,28,"0032/0089"
-2,0,26,28,"0032/0090"
0,2,26,28,"0032/0091"
2,4,26,28,"0032/0092"
4,6,26,28,"0032/0093"
6,8,26,28,"0032/0094"
8,10,26,28,"0032/0095"
10,12,26,28,"0032/0096"
12,14,26,28,"0032/0097"
14,16,26,28,"0032/0098"
16,18,26,28,"0032/0099"
18,20,26,28,"0032/0100"
20,22,26,28,"0032/0101"
22,24,26,28,"0032/0102"
24,26,26,28,"0032/0103"
26,28,26,28,"0032/0104"
28,30,26,28,"0032/0105"
30,32,26,28,"0032/0106"
32,34,26,28,"0032/0107"
34,36,26,28,"0032/0108"
36,38,26,28,"0032/0109"
38,40,26,28,"0032/0110"
40,42,26,28,"0032/0111"
42,44,26,28,"0032/0112"
44,46,26,28,"0032/0113"
46,48,26,28,"0032/0114"
48,50,26,28,"0032/0115"
50,52,26,28,"0032/0116"
52,54,26,28,"0032/0117"
54,56,26,28,"0032/0118"
56,58,26,28,"0032/0119"
58,60,26,28,"0032/0120"
60,62,26,28,"0032/0121"
62,64,26,28,"0032/0122"
-118,-116,24,26,"0033/0032"
-116,-114,24,26,"0033/0033"
-114,-112,24,26,"0033/0034"
-112,-110,24,26,"0033/0035"
-110,-108,24,26,"0033/0036"
-108,-106,24,26,"0033/0037"
-106,-104,24,26,"0033/0038"
-104,-102,24,26,"0033/0039"
-102,-100,24,26,"0033/0040"
-100,-98,24,26,"0033/0041"
-98,-96,24,26,"0033/0042"
-96,-94,24,26,"0033/0043"
-84,-82,24,26,"0033/0049"
-82,-80,24,26,"0033/0050"
-80,-78,24,26,"0033/0051"
-78,-76,24,26,"0033/0052"
-76,-74,24,26,"0033/0053"
-16,-14,24,26,"0033/0083"
-14,-12,24,26,"0033/0084"
-12,-10,24,26,"0033/0085"
-10,-8,24,26,"0033/0086"
-8,-6,24,26,"0033/0087"
-6,-4,24,26,"0033/0088"
-4,-2,24,26,"0033/0089"
-2,0,24,26,"0033/0090"
0,2,24,26,"0033/0091"
2,4,24,26,"0033/0092"
4,6,24,26,"0033/0093"
6,8,24,26,"0033/0094"
8,10,24,26,"0033/0095"
10,12,24,26,"0033/0096"
12,14,24,26,"0033/0097"
14,16,24,26,"0033/0098"
16,18,24,26,"0033/0099"
18,20,24,26,"0033/0100"
20,22,24,26,"0033/0101"
22,24,24,26,"0033/0102"
24,26,24,26,"0033/0103"
26,28,24,26,"0033/0104"
28,30,24,26,"0033/0105"
30,32,24,26,"0033/0106"
32,34,24,26,"0033/0107"
34,36,24,26,"0033/0108"
36,38,24,26,"0033/0109"
38,40,24,26,"0033/0110"
40,42,24,26,"0033/0111"
42,44,24,26,"0033/0112"
44,46,24,26,"0033/0113"
46,48,24,26,"0033/0114"
48,50,24,26,"0033/0115"
50,52,24,26,"0033/0116"
52,54,24,26,"0033/0117"
54,56,24,26,"0033/0118"
56,58,24,26,"0033/0119"
58,60,24,26,"0033/0120"
60,62,24,26,"0033/0121"
62,64,24,26,"0033/0122"
-112,-110,22,24,"0034/0035"
-110,-108,22,24,"0034/0036"
-108,-106,22,24,"0034/0037"
-106,-104,22,24,"0034/0038"
-104,-102,22,24,"0034/0039"
-102,-100,22,24,"0034/0040"
-100,-98,22,24,"0034/0041"
-98,-96,22,24,"0034/0042"
-96,-94,22,24,"0034/0043"
-84,-82,22,24,"0034/0049"
-82,-80,22,24,"0034/0050"
-80,-78,22,24,"0034/0051"
-78,-76,22,24,"0034/0052"
-76,-74,22,24,"0034/0053"
-74,-72,22,24,"0034/0054"
-72,-70,22,24,"0034/0055"
-18,-16,22,24,"0034/0082"
-16,-14,22,24,"0034/0083"
-14,-12,22,24,"0034/0084"
-12,-10,22,24,"0034/0085"
-10,-8,22,24,"0034/0086"
-8,-6,22,24,"0034/0087"
-6,-4,22,24,"0034/0088"
-4,-2,22,24,"0034/0089"
-2,0,22,24,"0034/0090"
0,2,22,24,"0034/0091"
2,4,22,24,"0034/0092"
4,6,22,24,"0034/0093"
6,8,22,24,"0034/0094"
8,10,22,24,"0034/0095"
10,12,22,24,"0034/0096"
12,14,22,24,"0034/0097"
14,16,22,24,"0034/0098"
16,18,22,24,"0034/0099"
18,20,22,24,"0034/0100"
20,22,22,24,"0034/0101"
22,24,22,24,"0034/0102"
24,26,22,24,"0034/0103"
26,28,22,24,"0034/0104"
28,30,22,24,"0034/0105"
30,32,22,24,"0034/0106"
32,34,22,24,"0034/0107"
34,36,22,24,"0034/0108"
36,38,22,24,"0034/0109"
38,40,22,24,"0034/0110"
40,42,22,24,"0034/0111"
42,44,22,24,"0034/0112"
44,46,22,24,"0034/0113"
46,48,22,24,"0034/0114"
48,50,22,24,"0034/0115"
50,52,22,24,"0034/0116"
52,54,22,24,"0034/0117"
54,56,22,24,"0034/0118"
56,58,22,24,"0034/0119"
58,60,22,24,"0034/0120"
-112,-110,20,22,"0035/0035"
-110,-108,20,22,"0035/0036"
-108,-106,20,22,"0035/0037"
-106,-104,20,22,"0035/0038"
-104,-102,20,22,"0035/0039"
-102,-100,20,22,"0035/0040"
-100,-98,20,22,"0035/0041"
-98,-96,20,22,"0035/0042"
-96,-94,20,22,"0035/0043"
-92,-90,20,22,"0035/0045"
-90,-88,20,22,"0035/0046"
-88,-86,20,22,"0035/0047"
-86,-84,20,22,"0035/0048"
-84,-82,20,22,"0035/0049"
-82,-80,20,22,"0035/0050"
-80,-78,20,22,"0035/0051"
-78,-76,20,22,"0035/0052"
-76,-74,20,22,"0035/0053"
-74,-72,20,22,"0035/0054"
-72,-70,20,22,"0035/0055"
-70,-68,20,22,"0035/0056"
-18,-16,20,22,"0035/0082"
-16,-14,20,22,"0035/0083"
-14,-12,20,22,"0035/0084"
-12,-10,20,22,"0035/0085"
-10,-8,20,22,"0035/0086"
-8,-6,20,22,"0035/0087"
-6,-4,20,22,"0035/0088"
-4,-2,20,22,"0035/0089"
-2,0,20,22,"0035/0090"
0,2,20,22,"0035/0091"
2,4,20,22,"0035/0092"
4,6,20,22,"0035/0093"
6,8,20,22,"0035/0094"
8,10,20,22,"0035/0095"
10,12,20,22,"0035/0096"
12,14,20,22,"0035/0097"
14,16,20,22,"0035/0098"
16,18,20,22,"0035/0099"
18,20,20,22,"0035/0100"
20,22,20,22,"0035/0101"
22,24,20,22,"0035/0102"
24,26,20,22,"0035/0103"
26,28,20,22,"0035/0104"
28,30,20,22,"0035/0105"
30,32,20,22,"0035/0106"
32,34,20,22,"0035/0107"
34,36,20,22,"0035/0108"
36,38,20,22,"0035/0109"
38,40,20,22,"0035/0110"
40,42,20,22,"0035/0111"
42,44,20,22,"0035/0112"
44,46,20,22,"0035/0113"
46,48,20,22,"0035/0114"
48,50,20,22,"0035/0115"
50,52,20,22,"0035/0116"
52,54,20,22,"0035/0117"
54,56,20,22,"0035/0118"
56,58,20,22,"0035/0119"
58,60,20,22,"0035/0120"
-108,-106,18,20,"0036/0037"
-106,-104,18,20,"0036/0038"
-104,-102,18,20,"0036/0039"
-102,-100,18,20,"0036/0040"
-100,-98,18,20,"0036/0041"
-98,-96,18,20,"0036/0042"
-96,-94,18,20,"0036/0043"
-94,-92,18,20,"0036/0044"
-92,-90,18,20,"0036/0045"
-90,-88,18,20,"0036/0046"
-88,-86,18,20,"0036/0047"
-86,-84,18,20,"0036/0048"
-84,-82,18,20,"0036/0049"
-82,-80,18,20,"0036/0050"
-80,-78,18,20,"0036/0051"
-78,-76,18,20,"0036/0052"
-76,-74,18,20,"0036/0053"
-74,-72,18,20,"0036/0054"
-72,-70,18,20,"0036/0055"
-70,-68,18,20,"0036/0056"
-68,-66,18,20,"0036/0057"
-66,-64,18,20,"0036/0058"
-64,-62,18,20,"0036/0059"
-62,-60,18,20,"0036/0060"
-18,-16,18,20,"0036/0082"
-16,-14,18,20,"0036/0083"
-14,-12,18,20,"0036/0084"
-12,-10,18,20,"0036/0085"
-10,-8,18,20,"0036/0086"
-8,-6,18,20,"0036/0087"
-6,-4,18,20,"0036/0088"
-4,-2,18,20,"0036/0089"
-2,0,18,20,"0036/0090"
0,2,18,20,"0036/0091"
2,4,18,20,"0036/0092"
4,6,18,20,"0036/0093"
6,8,18,20,"0036/0094"
8,10,18,20,"0036/0095"
10,12,18,20,"0036/0096"
12,14,18,20,"0036/0097"
14,16,18,20,"0036/0098"
16,18,18,20,"0036/0099"
18,20,18,20,"0036/0100"
20,22,18,20,"0036/0101"
22,24,18,20,"0036/0102"
24,26,18,20,"0036/0103"
26,28,18,20,"0036/0104"
28,30,18,20,"0036/0105"
30,32,18,20,"0036/0106"
32,34,18,20,"0036/0107"
34,36,18,20,"0036/0108"
36,38,18,20,"0036/0109"
38,40,18,20,"0036/0110"
40,42,18,20,"0036/0111"
42,44,18,20,"0036/0112"
44,46,18,20,"0036/0113"
46,48,18,20,"0036/0114"
48,50,18,20,"0036/0115"
50,52,18,20,"0036/0116"
52,54,18,20,"0036/0117"
54,56,18,20,"0036/0118"
56,58,18,20,"0036/0119"
58,60,18,20,"0036/0120"
70,72,18,20,"0036/0126"
72,74,18,20,"0036/0127"
74,76,18,20,"0036/0128"
76,78,18,20,"0036/0129"
78,80,18,20,"0036/0130"
80,82,18,20,"0036/0131"
82,84,18,20,"0036/0132"
84,86,18,20,"0036/0133"
94,96,18,20,"0036/0138"
96,98,18,20,"0036/0139"
98,100,18,20,"0036/0140"
100,102,18,20,"0036/0141"
102,104,18,20,"0036/0142"
104,106,18,20,"0036/0143"
110,112,18,20,"0036/0146"
120,122,18,20,"0036/0151"
-108,-106,16,18,"0037/0037"
-106,-104,16,18,"0037/0038"
-104,-102,16,18,"0037/0039"
-102,-100,16,18,"0037/0040"
-100,-98,16,18,"0037/0041"
-98,-96,16,18,"0037/0042"
-96,-94,16,18,"0037/0043"
-94,-92,16,18,"0037/0044"
-92,-90,16,18,"0037/0045"
-90,-88,16,18,"0037/0046"
-88,-86,16,18,"0037/0047"
-86,-84,16,18,"0037/0048"
-82,-80,16,18,"0037/0050"
-80,-78,16,18,"0037/0051"
-78,-76,16,18,"0037/0052"
-76,-74,16,18,"0037/0053"
-74,-72,16,18,"0037/0054"
-72,-70,16,18,"0037/0055"
-70,-68,16,18,"0037/0056"
-68,-66,16,18,"0037/0057"
-66,-64,16,18,"0037/0058"
-64,-62,16,18,"0037/0059"
-62,-60,16,18,"0037/0060"
-60,-58,16,18,"0037/0061"
-18,-16,16,18,"0037/0082"
-16,-14,16,18,"0037/0083"
-14,-12,16,18,"0037/0084"
-12,-10,16,18,"0037/0085"
-10,-8,16,18,"0037/0086"
-8,-6,16,18,"0037/0087"
-6,-4,16,18,"0037/0088"
-4,-2,16,18,"0037/0089"
-2,0,16,18,"0037/0090"
0,2,16,18,"0037/0091"
2,4,16,18,"0037/0092"
4,6,16,18,"0037/0093"
6,8,16,18,"0037/0094"
8,10,16,18,"0037/0095"
10,12,16,18,"0037/0096"
12,14,16,18,"0037/0097"
14,16,16,18,"0037/0098"
16,18,16,18,"0037/0099"
18,20,16,18,"0037/0100"
20,22,16,18,"0037/0101"
22,24,16,18,"0037/0102"
24,26,16,18,"0037/0103"
26,28,16,18,"0037/0104"
28,30,16,18,"0037/0105"
30,32,16,18,"0037/0106"
32,34,16,18,"0037/0107"
34,36,16,18,"0037/0108"
36,38,16,18,"0037/0109"
38,40,16,18,"0037/0110"
40,42,16,18,"0037/0111"
42,44,16,18,"0037/0112"
44,46,16,18,"0037/0113"
46,48,16,18,"0037/0114"
48,50,16,18,"0037/0115"
50,52,16,18,"0037/0116"
52,54,16,18,"0037/0117"
54,56,16,18,"0037/0118"
56,58,16,18,"0037/0119"
72,74,16,18,"0037/0127"
74,76,16,18,"0037/0128"
76,78,16,18,"0037/0129"
78,80,16,18,"0037/0130"
80,82,16,18,"0037/0131"
82,84,16,18,"0037/0132"
94,96,16,18,"0037/0138"
96,98,16,18,"0037/0139"
98,100,16,18,"0037/0140"
100,102,16,18,"0037/0141"
102,104,16,18,"0037/0142"
104,106,16,18,"0037/0143"
106,108,16,18,"0037/0144"
108,110,16,18,"0037/0145"
110,112,16,18,"0037/0146"
112,114,16,18,"0037/0147"
120,122,16,18,"0037/0151"
122,124,16,18,"0037/0152"
-102,-100,14,16,"0038/0040"
-100,-98,14,16,"0038/0041"
-98,-96,14,16,"0038/0042"
-96,-94,14,16,"0038/0043"
-94,-92,14,16,"0038/0044"
-92,-90,14,16,"0038/0045"
-90,-88,14,16,"0038/0046"
-88,-86,14,16,"0038/0047"
-86,-84,14,16,"0038/0048"
-84,-82,14,16,"0038/0049"
-82,-80,14,16,"0038/0050"
-80,-78,14,16,"0038/0051"
-78,-76,14,16,"0038/0052"
-76,-74,14,16,"0038/0053"
-72,-70,14,16,"0038/0055"
-70,-68,14,16,"0038/0056"
-68,-66,14,16,"0038/0057"
-66,-64,14,16,"0038/0058"
-64,-62,14,16,"0038/0059"
-62,-60,14,16,"0038/0060"
-60,-58,14,16,"0038/0061"
-18,-16,14,16,"0038/0082"
-16,-14,14,16,"0038/0083"
-14,-12,14,16,"0038/0084"
-12,-10,14,16,"0038/0085"
-10,-8,14,16,"0038/0086"
-8,-6,14,16,"0038/0087"
-6,-4,14,16,"0038/0088"
-4,-2,14,16,"0038/0089"
-2,0,14,16,"0038/0090"
0,2,14,16,"0038/0091"
2,4,14,16,"0038/0092"
4,6,14,16,"0038/0093"
6,8,14,16,"0038/0094"
8,10,14,16,"0038/0095"
10,12,14,16,"0038/0096"
12,14,14,16,"0038/0097"
14,16,14,16,"0038/0098"
16,18,14,16,"0038/0099"
18,20,14,16,"0038/0100"
20,22,14,16,"0038/0101"
22,24,14,16,"0038/0102"
24,26,14,16,"0038/0103"
26,28,14,16,"0038/0104"
28,30,14,16,"0038/0105"
30,32,14,16,"0038/0106"
32,34,14,16,"0038/0107"
34,36,14,16,"0038/0108"
36,38,14,16,"0038/0109"
38,40,14,16,"0038/0110"
40,42,14,16,"0038/0111"
42,44,14,16,"0038/0112"
44,46,14,16,"0038/0113"
46,48,14,16,"0038/0114"
48,50,14,16,"0038/0115"
50,52,14,16,"0038/0116"
52,54,14,16,"0038/0117"
54,56,14,16,"0038/0118"
74,76,14,16,"0038/0128"
76,78,14,16,"0038/0129"
78,80,14,16,"0038/0130"
98,100,14,16,"0038/0140"
100,102,14,16,"0038/0141"
102,104,14,16,"0038/0142"
104,106,14,16,"0038/0143"
106,108,14,16,"0038/0144"
108,110,14,16,"0038/0145"
110,112,14,16,"0038/0146"
120,122,14,16,"0038/0151"
122,124,14,16,"0038/0152"
-100,-98,12,14,"0039/0041"
-98,-96,12,14,"0039/0042"
-96,-94,12,14,"0039/0043"
-94,-92,12,14,"0039/0044"
-92,-90,12,14,"0039/0045"
-90,-88,12,14,"0039/0046"
-88,-86,12,14,"0039/0047"
-86,-84,12,14,"0039/0048"
-84,-82,12,14,"0039/0049"
-82,-80,12,14,"0039/0050"
-80,-78,12,14,"0039/0051"
-72,-70,12,14,"0039/0055"
-70,-68,12,14,"0039/0056"
-68,-66,12,14,"0039/0057"
-62,-60,12,14,"0039/0060"
-60,-58,12,14,"0039/0061"
-58,-56,12,14,"0039/0062"
-18,-16,12,14,"0039/0082"
-16,-14,12,14,"0039/0083"
-14,-12,12,14,"0039/0084"
-12,-10,12,14,"0039/0085"
-10,-8,12,14,"0039/0086"
-8,-6,12,14,"0039/0087"
-6,-4,12,14,"0039/0088"
-4,-2,12,14,"0039/0089"
-2,0,12,14,"0039/0090"
0,2,12,14,"0039/0091"
2,4,12,14,"0039/0092"
4,6,12,14,"0039/0093"
6,8,12,14,"0039/0094"
8,10,12,14,"0039/0095"
10,12,12,14,"0039/0096"
12,14,12,14,"0039/0097"
14,16,12,14,"0039/0098"
16,18,12,14,"0039/0099"
18,20,12,14,"0039/0100"
20,22,12,14,"0039/0101"
22,24,12,14,"0039/0102"
24,26,12,14,"0039/0103"
26,28,12,14,"0039/0104"
28,30,12,14,"0039/0105"
30,32,12,14,"0039/0106"
32,34,12,14,"0039/0107"
34,36,12,14,"0039/0108"
36,38,12,14,"0039/0109"
38,40,12,14,"0039/0110"
40,42,12,14,"0039/0111"
42,44,12,14,"0039/0112"
44,46,12,14,"0039/0113"
46,48,12,14,"0039/0114"
48,50,12,14,"0039/0115"
50,52,12,14,"0039/0116"
52,54,12,14,"0039/0117"
54,56,12,14,"0039/0118"
74,76,12,14,"0039/0128"
76,78,12,14,"0039/0129"
78,80,12,14,"0039/0130"
80,82,12,14,"0039/0131"
98,100,12,14,"0039/0140"
100,102,12,14,"0039/0141"
102,104,12,14,"0039/0142"
104,106,12,14,"0039/0143"
106,108,12,14,"0039/0144"
108,110,12,14,"0039/0145"
110,112,12,14,"0039/0146"
120,122,12,14,"0039/0151"
122,124,12,14,"0039/0152"
124,126,12,14,"0039/0153"
-92,-90,10,12,"0040/0045"
-90,-88,10,12,"0040/0046"
-88,-86,10,12,"0040/0047"
-86,-84,10,12,"0040/0048"
-84,-82,10,12,"0040/0049"
-82,-80,10,12,"0040/0050"
-80,-78,10,12,"0040/0051"
-78,-76,10,12,"0040/0052"
-76,-74,10,12,"0040/0053"
-74,-72,10,12,"0040/0054"
-72,-70,10,12,"0040/0055"
-70,-68,10,12,"0040/0056"
-68,-66,10,12,"0040/0057"
-66,-64,10,12,"0040/0058"
